manufacturer,model,category,subcategory,year,sku,price,currency,original_price,discount_percentage,is_on_sale,frame_material,frame_size,wheel_size,tire_size,gears,drivetrain,brakes,suspension,weight,max_weight_capacity,in_stock,stock_level,available_sizes,available_colors,estimated_delivery,rating,review_count,review_summary,primary_image,image_count,all_images,description,short_description,features,url,scraped_at
Giant,XTC Advanced SL 29 1,,,,,5499.0,EUR,,,False,Carbon,,"29""",,,,,,,,,,"L, XL, M",€ 5.499,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/ckhasigh4aibc1eb5c40/MY24XTCAdvancedSL291_ColorABlack_BlueDragonfly.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/ckhasigh4aibc1eb5c40/MY24XTCAdvancedSL291_ColorABlack_BlueDragonfly.jpg, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png, https://static.giant-bicycles.com/Images/Shared/Spacer.gif",,,,https://www.giant-bicycles.com/nl/bikes-xtc-advanced-sl,2025-06-20T16:32:14.057829
Giant,XTC Advanced 29 2,,,,,2899.0,EUR,,,False,Carbon,,,,,,,,,,,,"S, L, XL, M",€ 2.899,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/bn5jx9x2tyun2yg0f28q/MY24XTCAdvanced292_ColorABlack_ShellWhite.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/bn5jx9x2tyun2yg0f28q/MY24XTCAdvanced292_ColorABlack_ShellWhite.jpg, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png, https://static.giant-bicycles.com/Images/Shared/Spacer.gif",,,,https://www.giant-bicycles.com/nl/bikes-xtc-advanced-29,2025-06-20T16:32:15.582757
Giant,Trance X Advanced,,,,,8999.0,EUR,,,False,,,,,,,,,,,,,,"€ 4.199€ 5.999, € 8.999",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/skym90dx4rx42jofovsh/MY24TranceXAdvanced0_ColorABlueDragonfly.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/ek95lkazlvpoub0e3rcw/MY24TranceXAdvanced2_ColorASangria.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-trance-x-advanced,2025-06-20T16:32:17.056771
Giant,Trance X 1,,,,,3299.0,EUR,,,False,Aluminum,,"29""",,,,,,,,,,"S, L, XL, M",Original price:€ 3.299€ 4.799,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/cmhownlanobt8ymokxik/MY24TranceX1_ColorASmokeMetal.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/cmhownlanobt8ymokxik/MY24TranceX1_ColorASmokeMetal.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-trance-x,2025-06-20T16:32:18.609915
Giant,Trance Advanced 29,,,,,5299.0,EUR,,,False,,,,,,,,,,,,,,"€ 5.299€ 7.699, € 3.799€ 5.499",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,3,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/rneng5tepm5w69ejd34l/MY24TranceAdvanced291_ColorABlueDragonfly.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/jx5gp98pnx9koo2khhzc/MY24TranceAdvanced292_ColorACarbon_Supernova.jpg",,,,https://www.giant-bicycles.com/nl/bikes-trance-advanced-29,2025-06-20T16:32:20.423549
Giant,Trance 29,,,,,2699.0,EUR,,,False,,,,,,,,,,,,,,€ 2.699€ 3.899,,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,2,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/ek2afg4wvneki6n9mrrt/MY24Trance291_ColorAPanther_PyriteBrown.jpg",,,,https://www.giant-bicycles.com/nl/bikes-trance-29,2025-06-20T16:32:21.791837
Giant,Stance 29,,,,,2499.0,EUR,,,False,,,,,,,,,,,,,,"€ 2.499, € 2.199",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/prgxyuajdxbihtppl4oq/MY23Stance291ColorA_MetallicBlack.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/rvepb28rq7icm9souuki/MY24Stance292_ColorABlackDiamond.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-stance-29,2025-06-20T16:32:23.148876
Giant,Reign Advanced 2,,,,,3999.0,EUR,,,False,Carbon,,"29""",,,,,,,,,,"S, L, XL, M",Original price:€ 3.999€ 5.799,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/tojde8t0oq1vki1npl3r/MY24ReignAdvanced2_ColorASangria_Carbon.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/tojde8t0oq1vki1npl3r/MY24ReignAdvanced2_ColorASangria_Carbon.jpg, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png, https://static.giant-bicycles.com/Images/Shared/Spacer.gif",,,,https://www.giant-bicycles.com/nl/bikes-reign-advanced,2025-06-20T16:32:24.728987
Giant,Anthem Advanced Pro 29,,,,,7699.0,EUR,,,False,,,,,,,,,,,,,,"€ 3.299€ 4.699, € 7.699",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/vdiwyllnktlqclr1objs/MY23AnthemAdvancedPro291ColorA_Supernova.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/jj8e9vzo6j75yz2chi6a/MY23AnthemAdvancedPro293ColorA_PhoenixFire.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-anthem-advanced-pro-29-2023,2025-06-20T16:32:26.251572
Giant,Trance Advanced Pro 29,,,,,7699.0,EUR,,,False,,,,,,,,,,,,,,"€ 7.699, € 5.299",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,3,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/pegr45s34m7zc8fvtc4j/MY23TranceAdvancedPro291ColorA_Cordovan.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/ay7htftbhzj4ga8s4b3r/MY23TranceAdvancedPro292ColorA_Airglow.jpg",,,,https://www.giant-bicycles.com/nl/bikes-trance-advanced-pro-29-2023,2025-06-20T16:32:27.599805
Giant,XTC Advanced SL 29 1,,,,,5499.0,EUR,,,False,Carbon,,"29""",,,,,,,,,,"S, L, XL, M",€ 5.499,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/q0wosuuawjkjqdkdvhua/MY23XTCAdvancedSL291ColorA_Messier_Carbon.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/q0wosuuawjkjqdkdvhua/MY23XTCAdvancedSL291ColorA_Messier_Carbon.jpg, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png, https://static.giant-bicycles.com/Images/Shared/Spacer.gif",,,,https://www.giant-bicycles.com/nl/bikes-xtc-advanced-sl-29-2023,2025-06-20T16:32:29.112997
Giant,Reign Advanced Pro,,,,,7999.0,EUR,,,False,,,,,,,,,,,,,,"€ 6.999, € 7.999€ 11.999",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/utmio1amptfesxvgktwu/MY23ReignAdvancedPro0ColorA_Messier_Carbon.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/c0irswhmbtcomkjs3fsu/MY23ReignAdvancedPro1ColorA_BlackDiamond.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-reign-advanced-pro-2023,2025-06-20T16:32:30.557335
Giant,Anthem Advanced Pro 29,,,,,12999.0,EUR,,,False,,,,,,,,,,,,,,"€ 3.799€ 5.399, € 4.749, € 5.299€ 7.699, € 12.999",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/zfinaogiicdrv19n5bsh/MY22AnthemAdvancedPro290_ColorARawCarbon.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/yqyllxx0isngete00qmp/MY22AnthemAdvancedPro291_ColorAChameleonSaturn.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/yghaisgmifnnjxrkjfhk/MY22AnthemAdvancedPro293_ColorAAmberGlow.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/ox9bzmfwtu9os9soaymn/MY22AnthemAdvancedPro292_ColorABlackDiamond.jpg",,,,https://www.giant-bicycles.com/nl/bikes-anthem-advanced-pro-29-2022,2025-06-20T16:32:31.940067
Giant,Trance X 29,,,,,2799.0,EUR,,,False,,,,,,,,,,,,,,"€ 2.399€ 3.399, € 2.799€ 4.099",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/su8mvcw52ker4r0dtqt5/MY22TranceX291_ColorAPanther.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/g38dxgw8ldzexpj0povu/MY22TranceX292_ColorAMetallicBlack.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-trance-x-29-2022,2025-06-20T16:32:33.284627
Giant,Trance Advanced Pro 29,,,,,4999.0,EUR,,,False,,,,,,,,,,,,,,"€ 4.999, € 4.699€ 6.799",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/l1msevzvydbvq4fm16de/MY22TranceAdvancedPro292_ColorAMetal.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/ganvxmhytrirqusjzxhz/MY22TranceAdvancedPro291_ColorACarbonBlackDiamond.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-trance-advanced-pro-29-2022,2025-06-20T16:32:34.662129
Giant,Trance 29,,,,,2499.0,EUR,,,False,,,,,,,,,,,,,,"€ 2.499€ 3.599, € 2.199€ 3.099",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/xfs2dti6phwagnabc1pk/MY22Trance291_ColorAPhantomGreen.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/dg9ox8wnvft4pfhpoinx/MY22Trance292_ColorAMetallicBlack.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-trance-29-2022,2025-06-20T16:32:36.019525
Giant,XTC Advanced SL 29 1,,,,,5499.0,EUR,,,False,Carbon,,"29""",,,,,,79 kg,,,,"S, L, XL, M",€ 5.499,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/kwltisc0pjn7dn7izetf/MY22XTCAdvancedSL291_ColorAChameleonGalaxy.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/kwltisc0pjn7dn7izetf/MY22XTCAdvancedSL291_ColorAChameleonGalaxy.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-xtc-advanced-sl-29-2022,2025-06-20T16:32:37.510989
Giant,XTC Advanced 29,,,,,3399.0,EUR,,,False,,,,,,,,,,,,,,"€ 1.499€ 2.399, € 1.699€ 2.699, € 3.399, € 2.799€ 4.499",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,7,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/b12cwkfjf6id8pko94j0/MY22XTCAdvanced291-5MKnightShield.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/aa9uywksdgzysq2fdlfi/MY22XTCAdvanced291_ColorABlack_BlackDiamond.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/cnxweqj6opmsmfenmxte/MY22XTCAdvanced292_ColorABlack.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/jc51swwaifaduowkycug/MY22XTCAdvanced293-GU_ColorABlack_Sapphire.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-xtc-advanced-29-2022,2025-06-20T16:32:39.243249
Giant,XTC SLR 29,,,,,1099.0,EUR,,,False,,,,,,,,,,,,,,"€ 899€ 1.499, € 1.099€ 1.799",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/gskukpxhcycbudtkgh5x/MY22XTCSLR291_ColorBMetallicBlack.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/tvcaediyqy6tumbxd6m5/MY22XTCSLR292_ColorAGrenadine.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-xtc-slr-29-2022,2025-06-20T16:32:40.712352
Giant,Fathom 29,,,,,1799.0,EUR,,,False,,,,,,,,,,,,,,"€ 1.499, € 1.799",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,3,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/y6vkbdjjvbmbrugurthd/MY22Fathom291_ColorBMetallicBlack.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/mtzopqiapg3gdp3rtplg/MY22Fathom292_ColorBBlueAshes.jpg",,,,https://www.giant-bicycles.com/nl/bikes-fathom-29-2022,2025-06-20T16:32:42.113855
Giant,Talon,,,,,1049.0,EUR,,,False,,,,,,,,,,,,,,"€ 849, € 749, € 1.049, € 999, € 499 - € 679€ 679",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,8,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/zairch0hfwhzpqicgpum/MY22Talon290_ColorABlueAshes.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/qd9b08q2rhhkihumctwz/MY22Talon291-GEM-black.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/j1lhwn1vhazzxut3tdls/MY22Talon292-GEM–KnightShield_V2.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/iqpcsxxvk148srfgbegg/MY22Talon293-GEM-Sapphire.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/r46bcbj9ogzm7g9qbod8/MY22Talon293_ColorBAmberGlow.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-talon-2022,2025-06-20T16:32:43.409901
Giant,Stance 29,,,,,1599.0,EUR,,,False,,,,,,,,,,,,,,"€ 1.599€ 2.399, € 1.299€ 1.999",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/tofblojecg33nmnei9t6/MY22Stance291_ColorARosewood.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/wuwwlv5bz69i8s1sgono/MY22Stance292_ColorAGunmetalBlack.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-stance-29-2022,2025-06-20T16:32:44.783053
Giant,STP 26,,,,,1199.0,EUR,,,False,Aluminum,,,,,,,,13 kg,,,,,€ 1.199,,,,,https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/bo7xgwguilkqgkeldr8c/MY21STP26-Giant_ColorAMetallicBlack_norockshocklogo.jpg,3,"https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_200%2Cq_80%2Cw_300/bo7xgwguilkqgkeldr8c/MY21STP26-Giant_ColorAMetallicBlack_norockshocklogo.jpg, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png, https://static.giant-bicycles.com/Images/Shared/Spacer.gif",,,,https://www.giant-bicycles.com/nl/bikes-stp-26-2022,2025-06-20T16:32:46.296449
Giant,Revolt X Advanced Pro,,,,,7599.0,EUR,,,False,,,,,,,,,,,,,,"€ 7.599, € 4.699",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,3,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/sd9brqg4bzzys45hvinq/MY25RevoltXAdvancedPro0_ColorAInterstellar_Carbon_Chrome.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/tqxyns1sb81hgpamupdt/MY25RevoltXAdvancedPro2_ColorAMeteorStorm.jpg",,,,https://www.giant-bicycles.com/nl/bikes-revolt-x-advanced-pro-2025,2025-06-20T16:32:47.681329
Giant,Revolt Advanced Pro,,,,,6699.0,EUR,,,False,,,,,,,,,,,,,,"€ 5.799, € 6.699",,,,,https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif,5,"https://static.giant-bicycles.com/Images/Shared/Spacer-Header.gif, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/v4ytpy1t1c0e4dnluukx/MY25RevoltAdvancedPro0_ColorAInterstellar.jpg, https://images2.giant-bicycles.com/b_white%2Cc_pad%2Ch_400%2Cq_80%2Cw_600/nu50syqftgvwjxg8dlia/MY25RevoltAdvancedPro1_ColorAMeteorStorm.jpg, https://static.giant-bicycles.com/Images/Shared/Spacer.gif, https://static.giant-bicycles.com/Images/Giant/Technology/SummaryPhotos/placeholder_300x175.png",,,,https://www.giant-bicycles.com/nl/bikes-revolt-advanced-pro-2025,2025-06-20T16:32:49.017524
Cannondale,CAAD Optimo,Road,,,,,USD,,,False,,,,,,,,,,,,,,,,,,,https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my21/bikes/road/race/caad-optimo/caad-optimo-billboard-c7443c.ashx?mh=1920&mw=2560&hash=D70B625EA123A17AFE86385E2A911ED1,9,"https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my21/bikes/road/race/caad-optimo/caad-optimo-billboard-c7443c.ashx?mh=1920&mw=2560&hash=D70B625EA123A17AFE86385E2A911ED1, https://embed.widencdn.net/img/dorelrl/74d6tw4im4/500px@1x/C21_C14101M_CAAD_Optimo_1_ALP_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/qvbl2kqiya/500px@1x/C21_C14101M_CAAD_Optimo_1_ALP_3Q.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/jxqmancbkl/500px@1x/C21_C14201M_CAAD_Optimo_2_BPL_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/qp63qg8thl/500px@1x/C21_C14201M_CAAD_Optimo_2_BPL_3Q.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/atpjceywhu/500px@1x/C21_C14301M_CAAD_Optimo_3_BLK_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/c0iukspd0o/500px@1x/C21_C14301M_CAAD_Optimo_3_BLK_3Q.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/kacc2kaw1r/500px@1x/C21_C14401M_CAAD_Optimo_4_SLV_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/8argitnhps/500px@1x/C21_C14401M_CAAD_Optimo_4_SLV_3Q.jpg?color=f8f8f8&q=90",,,,https://www.cannondale.com/nl-nl/bikes/road/race/caad-optimo,2025-06-20T17:03:51.830319
Cannondale,MAKE YOUR OWN LUCK CAAD13,Road,,,,,USD,,,False,,,,,,,,,,,,,,,,,,,https://embed.widencdn.net/img/dorelrl/w6xacfy3zh/500px@1x/C23_C13403U_CAAD13_105_BBQ_PD.jpg?color=f8f8f8&q=90,10,"https://embed.widencdn.net/img/dorelrl/w6xacfy3zh/500px@1x/C23_C13403U_CAAD13_105_BBQ_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/oa4rmkehe8/500px@1x/C23_C13403U_CAAD13_105_BBQ_3Q.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/1jdy33wcrn/500px@1x/C21_C13321U_CAAD13_Disc_105_CRD_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/fbtmq9vm2k/500px@1x/C21_C13321U_CAAD13_Disc_105_CRD_3Q.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/lk75n6ty8x/500px@1x/C21_C13421U_CAAD13_Disc_Tgra_PRH_PD.jpg?color=f8f8f8&q=90, https://embed.widencdn.net/img/dorelrl/6xt6khueee/500px@1x/C21_C13421U_CAAD13_Disc_Tgra_PRH_3Q.jpg?color=f8f8f8&q=90, https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my23/bikes/road/race/caad13/c24_caad13_collectionpage_desktop_3.ashx?mh=427&mw=320&hash=C28680B428950E5BC31A487DDCA20B80, https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my23/bikes/road/race/caad13/c24_caad13_collectionpage_desktop_3.ashx?mh=2560&mw=1920&hash=B424CA0F2222FBE7C0967236BACED6FD, https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my23/bikes/road/race/caad13/c24_caad13_collectionpage_desktop_4.ashx?mh=427&mw=320&hash=DD3571F275442140C233F366A4F2303C, https://d1mo5ln9tjltxq.cloudfront.net/-/media/images/my23/bikes/road/race/caad13/c24_caad13_collectionpage_desktop_4.ashx?mh=2560&mw=1920&hash=59582A3DCD004878DFC524E4ED06AA68",,,,https://www.cannondale.com/nl-nl/bikes/road/race/caad13,2025-06-20T17:03:55.755143
Cannondale,FASTER EVERYWHERE SuperSix EVO SuperSix EVO SuperSix EVO,Road,,,,,USD,,,False,,,,,,,,,,,,,,,,,,,,0,,,,,https://www.cannondale.com/nl-nl/bikes/road/race/supersix-evo,2025-06-20T17:03:59.638889
